timestamp,energy_generation,hour,day_of_week,day_of_year,month,quarter,is_weekend,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,energy_generation_lag_1,energy_generation_lag_2,energy_generation_lag_3,energy_generation_lag_6,energy_generation_lag_12,energy_generation_lag_24,energy_generation_lag_48,energy_generation_lag_168,energy_generation_rolling_mean_24,energy_generation_rolling_std_24,energy_generation_rolling_mean_168,energy_generation_rolling_std_168
2025-01-10 04:00:00,4396.73,4,4,10,1,1,0,0.8660254037844386,0.5000000000000001,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,4345.84,4441.25,4586.53,4454.57,5795.23,4134.87,4636.13,4432.07,5076.650416666666,488.6409251176291,5036.303809523809,594.5902943952195
2025-01-10 05:00:00,4868.78,5,4,10,1,1,0,0.9659258262890683,0.25881904510252074,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,4396.73,4345.84,4441.25,4518.24,5589.68,4684.55,5044.79,4382.51,5084.326666666667,483.63488352507443,5039.198273809523,592.5687136577368
2025-01-10 06:00:00,5366.75,6,4,10,1,1,0,1.0,6.123233995736766e-17,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,4868.78,4396.73,4345.84,4597.8,5277.57,5243.02,5629.16,4585.77,5089.482083333333,486.05347703616184,5043.846964285714,592.0534398286064
2025-01-10 07:00:00,5625.5,7,4,10,1,1,0,0.9659258262890683,-0.25881904510252063,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,5366.75,4868.78,4396.73,4586.53,5032.32,5485.68,5836.76,5117.66,5095.307916666667,491.81259457482474,5046.869821428571,593.7266442392568
2025-01-10 08:00:00,5597.23,8,4,10,1,1,0,0.8660254037844387,-0.4999999999999998,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,5625.5,5366.75,4868.78,4441.25,4817.24,5526.27,5790.85,5426.79,5098.264583333334,494.72078658377905,5047.884345238095,594.5247982012321
2025-01-10 09:00:00,5639.53,9,4,10,1,1,0,0.7071067811865476,-0.7071067811865475,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,5597.23,5625.5,5366.75,4345.84,4596.47,5561.1,5676.65,5598.1,5101.5325,498.15810434429983,5048.130952380952,594.7629375025252
2025-01-10 10:00:00,5598.5,10,4,10,1,1,0,0.49999999999999994,-0.8660254037844387,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,5639.53,5597.23,5625.5,4396.73,4454.57,5580.67,5679.25,5528.12,5102.275416666666,498.9164404724755,5048.549880952381,595.127722786234
2025-01-10 11:00:00,5560.48,11,4,10,1,1,0,0.258819045102521,-0.9659258262890682,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,5598.5,5639.53,5597.23,4868.78,4518.24,5474.98,5693.86,5596.99,5105.837916666666,501.98922884666854,5048.332559523809,594.9328851686437
2025-01-10 12:00:00,5521.06,12,4,10,1,1,0,1.2246467991473532e-16,-1.0,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,5560.48,5598.5,5639.53,5366.75,4597.8,5517.11,5679.25,5644.18,5106.0025,502.1305597174576,5047.599702380952,594.2699685559217
2025-01-10 13:00:00,5429.68,13,4,10,1,1,0,-0.2588190451025208,-0.9659258262890683,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,5521.06,5560.48,5598.5,5625.5,4586.53,5422.47,5547.08,5582.36,5106.3029166666665,502.33024632145873,5046.690892857143,593.5635953798684
2025-01-10 14:00:00,5342.84,14,4,10,1,1,0,-0.4999999999999997,-0.8660254037844388,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,5429.68,5521.06,5560.48,5597.23,4441.25,5354.64,5489.47,5489.39,5105.81125,502.0823265103195,5045.818571428571,593.0165290859983
2025-01-10 15:00:00,5489.73,15,4,10,1,1,0,-0.7071067811865471,-0.7071067811865479,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,5342.84,5429.68,5521.06,5639.53,4345.84,5539.65,5596.36,5296.0,5103.73125,500.30716441794846,5046.971726190476,593.6939070913243
2025-01-10 16:00:00,5717.54,16,4,10,1,1,0,-0.8660254037844384,-0.5000000000000004,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,5489.73,5342.84,5429.68,5598.5,4396.73,5795.23,5771.62,5432.85,5100.494166666666,495.87016721960515,5048.666309523809,595.2062862586953
2025-01-10 17:00:00,5589.92,17,4,10,1,1,0,-0.9659258262890683,-0.25881904510252063,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,5717.54,5489.73,5342.84,5560.48,4868.78,5589.68,5666.74,5600.72,5100.504166666667,495.8804636543482,5048.602023809524,595.1468845049932
2025-01-10 18:00:00,5222.89,18,4,10,1,1,0,-1.0,-1.8369701987210297e-16,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,5589.92,5717.54,5489.73,5521.06,5366.75,5277.57,5326.81,5406.49,5098.225833333333,495.1566458766261,5047.509166666667,594.6541328942093
2025-01-10 19:00:00,4920.85,19,4,10,1,1,0,-0.9659258262890684,0.2588190451025203,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,5222.89,5589.92,5717.54,5429.68,5625.5,5032.32,5045.65,5016.89,5093.58125,496.32314450157196,5046.9375,594.7299035502976
2025-01-10 20:00:00,4886.85,20,4,10,1,1,0,-0.8660254037844386,0.5000000000000001,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,4920.85,5222.89,5589.92,5342.84,5597.23,4817.24,4866.38,4797.39,5096.481666666667,494.83922254708943,5047.469999999999,594.5451506099201
2025-01-10 21:00:00,4690.06,21,4,10,1,1,0,-0.7071067811865477,0.7071067811865474,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,4886.85,4920.85,5222.89,5489.73,5639.53,4596.47,4625.72,4722.96,5100.381249999999,491.0820631971963,5047.274166666667,594.6580865142479
2025-01-10 22:00:00,4506.56,22,4,10,1,1,0,-0.5000000000000004,0.8660254037844384,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,4690.06,4886.85,4920.85,5717.54,5598.5,4454.57,4549.27,4706.7,5102.5475,488.2157184140173,5046.0828571428565,595.5442771737654
